KGP_sample_id	karyotype	superpopulation	population	unrelated
HG00684	XX	EAS	CHS	true
HG00685	XY	EAS	CHS	false
HG00689	XY	EAS	CHS	true
HG00690	XX	EAS	CHS	true
HG00691	XY	EAS	CHS	false
HG00692	XY	EAS	CHS	true
HG00693	XX	EAS	CHS	true
HG00694	XY	EAS	CHS	false
HG00698	XY	EAS	CHS	true
HG00699	XX	EAS	CHS	true
HG00700	XX	EAS	CHS	false
HG00701	XY	EAS	CHS	true
HG00702	XX	EAS	CHS	false
HG00703	XY	EAS	CHS	false
HG00704	XY	EAS	CHS	true
HG00705	XX	EAS	CHS	true
HG00706	XY	EAS	CHS	false
HG00707	XY	EAS	CHS	true
HG00708	XX	EAS	CHS	true
HG00709	XY	EAS	CHS	false
HG00717	XX	EAS	CHS	true
HG00728	XY	EAS	CHS	true
HG00729	XX	EAS	CHS	true
HG00731	XY	AMR	PUR	true
HG00732	XX	AMR	PUR	true
HG00733	XX	AMR	PUR	false
HG00734	XX	AMR	PUR	true
HG00735	XX	AMR	PUR	false
HG00736	XY	AMR	PUR	true
HG00737	XX	AMR	PUR	true
HG00738	XY	AMR	PUR	false
HG00739	XY	AMR	PUR	true
HG00740	XX	AMR	PUR	true
HG00741	XX	AMR	PUR	false
HG00742	XY	AMR	PUR	true
HG00743	XX	AMR	PUR	true
HG00759	XX	EAS	CDX	true
HG00766	XX	EAS	CDX	true
HG00844	XY	EAS	CDX	true
HG00851	XX	EAS	CDX	true
HG00864	XX	EAS	CDX	true
HG00867	XX	EAS	CDX	true
HG00879	XX	EAS	CDX	true
HG00881	XY	EAS	CDX	true
HG00956	XX	EAS	CDX	true
HG00978	XX	EAS	CDX	true
HG00982	XY	EAS	CDX	true
HG01028	XY	EAS	CDX	true
HG01029	XX	EAS	CDX	true
HG01031	XY	EAS	CDX	true
HG01046	XX	EAS	CDX	true
HG01047	XY	AMR	PUR	true
HG01048	XY	AMR	PUR	true
HG01049	XX	AMR	PUR	true
HG01050	XX	AMR	PUR	false
HG01051	XY	AMR	PUR	true
HG01052	XX	AMR	PUR	true
HG01053	XX	AMR	PUR	false
HG01054	XY	AMR	PUR	true
HG01055	XX	AMR	PUR	true
HG01056	XY	AMR	PUR	false
HG01058	XX	AMR	PUR	true
HG01060	XY	AMR	PUR	true
HG01061	XX	AMR	PUR	true
HG01062	XX	AMR	PUR	false
HG01063	XY	AMR	PUR	true
HG01064	XX	AMR	PUR	true
HG01066	XY	AMR	PUR	true
HG01067	XX	AMR	PUR	true
HG01068	XX	AMR	PUR	false
HG01069	XY	AMR	PUR	true
HG01070	XX	AMR	PUR	true
HG01071	XX	AMR	PUR	false
HG01072	XY	AMR	PUR	true
HG01073	XX	AMR	PUR	true
HG01074	XY	AMR	PUR	false
HG01075	XY	AMR	PUR	true
HG01077	XX	AMR	PUR	true
HG01079	XY	AMR	PUR	true
HG01080	XX	AMR	PUR	true
HG01081	XX	AMR	PUR	false
HG01082	XY	AMR	PUR	true
HG01083	XX	AMR	PUR	true
HG01084	XX	AMR	PUR	false
HG01085	XY	AMR	PUR	true
HG01086	XX	AMR	PUR	true
HG01087	XX	AMR	PUR	false
HG01088	XY	AMR	PUR	true
HG01089	XX	AMR	PUR	true
HG01092	XX	AMR	PUR	true
HG01094	XY	AMR	PUR	true
HG01095	XX	AMR	PUR	true
HG01096	XY	AMR	PUR	false
HG01097	XY	AMR	PUR	true
HG01098	XX	AMR	PUR	true
HG01099	XY	AMR	PUR	false
HG01100	XX	AMR	PUR	false
HG01101	XY	AMR	PUR	true
HG01102	XX	AMR	PUR	true
HG01103	XX	AMR	PUR	false
HG01104	XY	AMR	PUR	true
HG01105	XX	AMR	PUR	true
HG01106	XY	AMR	PUR	false
HG01107	XY	AMR	PUR	true
HG01108	XX	AMR	PUR	true
HG01109	XY	AMR	PUR	false
HG01110	XY	AMR	PUR	true
HG01111	XX	AMR	PUR	true
HG01112	XY	AMR	CLM	true
HG01113	XX	AMR	CLM	true
HG01114	XX	AMR	CLM	false
HG01119	XX	AMR	CLM	true
HG01121	XY	AMR	CLM	true
HG01122	XX	AMR	CLM	true
HG01124	XY	AMR	CLM	true
HG01125	XX	AMR	CLM	true
HG01126	XY	AMR	CLM	false
HG01130	XY	AMR	CLM	true
HG01131	XX	AMR	CLM	true
HG01133	XY	AMR	CLM	true
HG01134	XX	AMR	CLM	true
HG01135	XY	AMR	CLM	false
HG01136	XY	AMR	CLM	true
HG01137	XX	AMR	CLM	true
HG01138	XY	AMR	CLM	false
HG01139	XY	AMR	CLM	true
HG01140	XX	AMR	CLM	true
HG01141	XX	AMR	CLM	false
HG01142	XY	AMR	CLM	true
HG01148	XY	AMR	CLM	true
HG01149	XX	AMR	CLM	true
HG01150	XX	AMR	CLM	false
HG01161	XY	AMR	PUR	true
HG01162	XX	AMR	PUR	true
HG01164	XY	AMR	PUR	true
HG01167	XY	AMR	PUR	true
HG01168	XX	AMR	PUR	true
HG01169	XX	AMR	PUR	false
HG01170	XY	AMR	PUR	true
HG01171	XX	AMR	PUR	true
HG01172	XY	AMR	PUR	false
HG01173	XY	AMR	PUR	true
HG01174	XX	AMR	PUR	true
HG01175	XX	AMR	PUR	false
HG01176	XY	AMR	PUR	true
HG01177	XX	AMR	PUR	true
HG01178	XY	AMR	PUR	false
HG01182	XY	AMR	PUR	true
HG01183	XX	AMR	PUR	true
HG01184	XX	AMR	PUR	false
HG01187	XY	AMR	PUR	true
HG01188	XX	AMR	PUR	true
HG01189	XY	AMR	PUR	false
HG01190	XY	AMR	PUR	true
HG01191	XX	AMR	PUR	true
HG01192	XY	AMR	PUR	false
HG01197	XY	AMR	PUR	true
HG01198	XX	AMR	PUR	true
HG01199	XY	AMR	PUR	false
HG01200	XY	AMR	PUR	true
HG01204	XY	AMR	PUR	true
HG01205	XX	AMR	PUR	true
HG01206	XY	AMR	PUR	false
HG01241	XY	AMR	PUR	true
HG01242	XX	AMR	PUR	true
HG01243	XY	AMR	PUR	false
HG01247	XY	AMR	PUR	true
HG01248	XX	AMR	PUR	true
HG01249	XX	AMR	PUR	false
HG01250	XY	AMR	CLM	true
HG01251	XX	AMR	CLM	true
HG01252	XY	AMR	CLM	false
HG01253	XY	AMR	CLM	true
HG01254	XX	AMR	CLM	true
HG01255	XY	AMR	CLM	false
HG01256	XY	AMR	CLM	true
HG01257	XX	AMR	CLM	true
HG01258	XY	AMR	CLM	false
HG01259	XY	AMR	CLM	true
HG01260	XX	AMR	CLM	true
HG01261	XY	AMR	CLM	false
HG01269	XX	AMR	CLM	true
HG01271	XY	AMR	CLM	true
HG01272	XX	AMR	CLM	true
HG01273	XY	AMR	CLM	false
HG01274	XY	AMR	CLM	false
HG01275	XX	AMR	CLM	true
HG01276	XX	AMR	CLM	false
HG01277	XY	AMR	CLM	true
HG01278	XX	AMR	CLM	false
HG01279	XX	AMR	CLM	false
HG01280	XY	AMR	CLM	true
HG01281	XX	AMR	CLM	true
HG01284	XX	AMR	CLM	true
HG01286	XY	AMR	PUR	true
HG01302	XY	AMR	PUR	true
HG01303	XX	AMR	PUR	true
HG01305	XY	AMR	PUR	true
HG01308	XY	AMR	PUR	true
HG01311	XY	AMR	PUR	true
HG01312	XX	AMR	PUR	true
HG01323	XX	AMR	PUR	true
HG01325	XY	AMR	PUR	true
HG01326	XX	AMR	PUR	true
HG01334	XY	EUR	GBR	true
HG01341	XY	AMR	CLM	true
HG01342	XX	AMR	CLM	true
HG01343	XX	AMR	CLM	false
HG01344	XY	AMR	CLM	true
HG01345	XX	AMR	CLM	true
HG01346	XX	AMR	CLM	false
HG01347	XY	AMR	CLM	false
HG01348	XX	AMR	CLM	true
HG01349	XX	AMR	CLM	false
HG01350	XY	AMR	CLM	true
HG01351	XX	AMR	CLM	true
HG01352	XX	AMR	CLM	false
HG01353	XY	AMR	CLM	true
HG01354	XX	AMR	CLM	true
HG01355	XX	AMR	CLM	false
HG01356	XY	AMR	CLM	true
HG01357	XX	AMR	CLM	true
HG01358	XY	AMR	CLM	false
HG01359	XY	AMR	CLM	true
HG01360	XX	AMR	CLM	true
HG01361	XX	AMR	CLM	false
HG01362	XY	AMR	CLM	true
HG01363	XX	AMR	CLM	true
HG01365	XY	AMR	CLM	true
HG01366	XX	AMR	CLM	true
HG01367	XX	AMR	CLM	false
HG01369	XX	AMR	CLM	true
HG01372	XX	AMR	CLM	true
HG01374	XY	AMR	CLM	true
HG01375	XX	AMR	CLM	true
HG01376	XX	AMR	CLM	false
HG01377	XY	AMR	CLM	true
HG01378	XX	AMR	CLM	true
HG01379	XX	AMR	CLM	false
HG01383	XY	AMR	CLM	true
HG01384	XX	AMR	CLM	true
HG01385	XX	AMR	CLM	false
HG01389	XY	AMR	CLM	true
HG01390	XX	AMR	CLM	true
HG01391	XX	AMR	CLM	false
HG01392	XY	AMR	PUR	true
HG01393	XX	AMR	PUR	true
HG01395	XY	AMR	PUR	true
HG01396	XX	AMR	PUR	true
HG01398	XY	AMR	PUR	true
HG01402	XY	AMR	PUR	true
HG01403	XX	AMR	PUR	true
HG01405	XY	AMR	PUR	true
HG01412	XY	AMR	PUR	true
HG01413	XY	AMR	PUR	true
HG01414	XX	AMR	PUR	true
HG01431	XY	AMR	CLM	true
HG01432	XX	AMR	CLM	true
HG01433	XY	AMR	CLM	false
HG01435	XX	AMR	CLM	true
HG01437	XY	AMR	CLM	true
HG01438	XX	AMR	CLM	true
HG01439	XX	AMR	CLM	false
HG01440	XY	AMR	CLM	true
HG01441	XX	AMR	CLM	true
HG01443	XY	AMR	CLM	true
HG01444	XX	AMR	CLM	true
HG01447	XX	AMR	CLM	true
HG01455	XY	AMR	CLM	true
HG01456	XX	AMR	CLM	true
HG01457	XY	AMR	CLM	false
HG01459	XX	AMR	CLM	true
HG01461	XY	AMR	CLM	true
HG01462	XX	AMR	CLM	true
HG01463	XX	AMR	CLM	false
HG01464	XY	AMR	CLM	true
HG01465	XX	AMR	CLM	true
HG01466	XX	AMR	CLM	false
HG01468	XX	AMR	CLM	true
HG01474	XX	AMR	CLM	true
HG01479	XY	AMR	CLM	true
HG01485	XY	AMR	CLM	true
HG01486	XX	AMR	CLM	true
HG01488	XY	AMR	CLM	true
HG01489	XX	AMR	CLM	true
HG01490	XX	AMR	CLM	false
HG01491	XY	AMR	CLM	true
HG01492	XX	AMR	CLM	true
HG01493	XX	AMR	CLM	false
HG01494	XY	AMR	CLM	true
HG01495	XX	AMR	CLM	true
HG01496	XX	AMR	CLM	false
HG01497	XY	AMR	CLM	true
HG01498	XX	AMR	CLM	true
HG01499	XY	AMR	CLM	false
HG01500	XY	EUR	IBS	true
HG01501	XX	EUR	IBS	true
HG01502	XY	EUR	IBS	false
HG01503	XY	EUR	IBS	true
HG01504	XX	EUR	IBS	true
HG01505	XY	EUR	IBS	false
HG01506	XY	EUR	IBS	true
HG01507	XX	EUR	IBS	true
HG01508	XY	EUR	IBS	false
HG01509	XY	EUR	IBS	true
HG01510	XX	EUR	IBS	true
HG01511	XX	EUR	IBS	false
HG01512	XY	EUR	IBS	true
HG01513	XX	EUR	IBS	true
HG01514	XX	EUR	IBS	false
HG01515	XY	EUR	IBS	true
HG01516	XX	EUR	IBS	true
HG01517	XX	EUR	IBS	false
HG01518	XY	EUR	IBS	true
HG01519	XX	EUR	IBS	true
HG01520	XX	EUR	IBS	false
HG01521	XY	EUR	IBS	true
HG01522	XX	EUR	IBS	true
HG01523	XY	EUR	IBS	false
HG01524	XY	EUR	IBS	true
HG01525	XX	EUR	IBS	true
HG01526	XY	EUR	IBS	false
HG01527	XY	EUR	IBS	true
HG01528	XX	EUR	IBS	true
HG01529	XY	EUR	IBS	false
HG01530	XY	EUR	IBS	true
HG01531	XX	EUR	IBS	true
HG01532	XY	EUR	IBS	false
HG01536	XY	EUR	IBS	true
HG01537	XX	EUR	IBS	true
HG01538	XX	EUR	IBS	false
HG01550	XY	AMR	CLM	true
HG01551	XX	AMR	CLM	true
HG01552	XY	AMR	CLM	false
HG01556	XY	AMR	CLM	true
HG01565	XY	AMR	PEL	true
HG01566	XX	AMR	PEL	true
HG01567	XX	AMR	PEL	false
HG01571	XY	AMR	PEL	true
HG01572	XX	AMR	PEL	true
HG01573	XX	AMR	PEL	false
HG01577	XY	AMR	PEL	true
HG01578	XX	AMR	PEL	true
HG01579	XY	AMR	PEL	false
HG01583	XY	SAS	PJL	true
HG01586	XY	SAS	PJL	true
HG01589	XY	SAS	PJL	true
HG01593	XX	SAS	PJL	true
HG01595	XX	EAS	KHV	true
HG01596	XY	EAS	KHV	true
HG01597	XX	EAS	KHV	true
HG01598	XX	EAS	KHV	true
HG01599	XX	EAS	KHV	true
HG01600	XX	EAS	KHV	true
HG01601	XY	EUR	IBS	false
HG01602	XX	EUR	IBS	true
HG01603	XY	EUR	IBS	true
HG01604	XX	EUR	IBS	false
HG01605	XX	EUR	IBS	true
HG01606	XY	EUR	IBS	true
HG01607	XX	EUR	IBS	true
HG01608	XY	EUR	IBS	true
HG01609	XY	EUR	IBS	false
HG01610	XY	EUR	IBS	true
HG01611	XY	EUR	IBS	false
HG01612	XX	EUR	IBS	true
HG01613	XX	EUR	IBS	true
HG01614	XX	EUR	IBS	false
HG01615	XY	EUR	IBS	true
HG01616	XX	EUR	IBS	false
HG01617	XY	EUR	IBS	true
HG01618	XX	EUR	IBS	true
HG01619	XY	EUR	IBS	true
HG01620	XX	EUR	IBS	true
HG01621	XY	EUR	IBS	false
HG01622	XX	EUR	IBS	false
HG01623	XX	EUR	IBS	true
HG01624	XY	EUR	IBS	true
HG01625	XY	EUR	IBS	true
HG01626	XX	EUR	IBS	true
HG01627	XY	EUR	IBS	false
HG01628	XX	EUR	IBS	true
HG01629	XY	EUR	IBS	false
HG01630	XY	EUR	IBS	true
HG01631	XY	EUR	IBS	true
HG01632	XX	EUR	IBS	true
HG01633	XY	EUR	IBS	false
HG01667	XY	EUR	IBS	false
HG01668	XX	EUR	IBS	true
HG01669	XY	EUR	IBS	true
HG01670	XX	EUR	IBS	true
HG01671	XY	EUR	IBS	false
HG01672	XY	EUR	IBS	true
HG01673	XX	EUR	IBS	true
HG01674	XY	EUR	IBS	false
HG01675	XY	EUR	IBS	true
HG01676	XX	EUR	IBS	true
HG01677	XX	EUR	IBS	false
HG01678	XY	EUR	IBS	true
HG01679	XX	EUR	IBS	true
HG01680	XY	EUR	IBS	true
HG01681	XX	EUR	IBS	false
HG01682	XY	EUR	IBS	true
HG01683	XY	EUR	IBS	false
HG01684	XX	EUR	IBS	true
HG01685	XX	EUR	IBS	true
HG01686	XY	EUR	IBS	true
HG01687	XX	EUR	IBS	false
HG01694	XY	EUR	IBS	true
HG01695	XX	EUR	IBS	true
HG01696	XY	EUR	IBS	false
HG01697	XX	EUR	IBS	true
HG01698	XY	EUR	IBS	false
HG01699	XY	EUR	IBS	true
HG01700	XY	EUR	IBS	true
HG01701	XY	EUR	IBS	false
HG01702	XX	EUR	IBS	true
HG01703	XY	EUR	IBS	false
HG01704	XX	EUR	IBS	true
HG01705	XY	EUR	IBS	true
HG01706	XX	EUR	IBS	false
HG01707	XX	EUR	IBS	true
HG01708	XY	EUR	IBS	true
HG01709	XY	EUR	IBS	true
HG01710	XX	EUR	IBS	true
HG01711	XX	EUR	IBS	false
HG01746	XX	EUR	IBS	true
HG01747	XY	EUR	IBS	true
HG01748	XY	EUR	IBS	false
HG01755	XX	EUR	IBS	false
HG01756	XY	EUR	IBS	true
HG01757	XX	EUR	IBS	true
HG01761	XY	EUR	IBS	true
HG01762	XX	EUR	IBS	true
HG01763	XX	EUR	IBS	false
HG01765	XY	EUR	IBS	true
HG01766	XX	EUR	IBS	true
HG01767	XY	EUR	IBS	true
HG01768	XX	EUR	IBS	true
HG01770	XX	EUR	IBS	true
HG01771	XY	EUR	IBS	true
HG01772	XX	EUR	IBS	false
HG01773	XX	EUR	IBS	true
HG01774	XY	EUR	IBS	false
HG01775	XY	EUR	IBS	true
HG01776	XX	EUR	IBS	true
HG01777	XY	EUR	IBS	true
HG01778	XY	EUR	IBS	false
HG01779	XX	EUR	IBS	true
HG01780	XY	EUR	IBS	false
HG01781	XY	EUR	IBS	true
HG01782	XX	EUR	IBS	false
HG01783	XY	EUR	IBS	true
HG01784	XX	EUR	IBS	true
HG01785	XY	EUR	IBS	true
HG01786	XX	EUR	IBS	true
HG01789	XY	EUR	GBR	true
HG01790	XX	EUR	GBR	true
HG01791	XY	EUR	GBR	true
HG01794	XX	EAS	CDX	true
HG01795	XX	EAS	CDX	true
HG01796	XX	EAS	CDX	true
HG01797	XX	EAS	CDX	true
HG01798	XX	EAS	CDX	true
HG01799	XX	EAS	CDX	true
HG01800	XX	EAS	CDX	true
HG01801	XX	EAS	CDX	true
HG01802	XX	EAS	CDX	true
HG01804	XX	EAS	CDX	true
HG01805	XX	EAS	CDX	true
HG01806	XX	EAS	CDX	true
HG01807	XX	EAS	CDX	true
HG01808	XX	EAS	CDX	true
HG01809	XX	EAS	CDX	true
HG01810	XY	EAS	CDX	true
HG01811	XY	EAS	CDX	true
HG01812	XX	EAS	CDX	true
HG01813	XX	EAS	CDX	true
HG01815	XX	EAS	CDX	true
HG01816	XY	EAS	CDX	true
HG01817	XX	EAS	CDX	true
HG01840	XY	EAS	KHV	true
HG01841	XX	EAS	KHV	true
HG01842	XY	EAS	KHV	true
HG01843	XX	EAS	KHV	true
HG01844	XY	EAS	KHV	true
HG01845	XX	EAS	KHV	true
HG01846	XY	EAS	KHV	true
HG01847	XX	EAS	KHV	true
HG01848	XX	EAS	KHV	true
HG01849	XY	EAS	KHV	true
HG01850	XX	EAS	KHV	true
HG01851	XX	EAS	KHV	true
HG01852	XY	EAS	KHV	true
HG01853	XX	EAS	KHV	true
HG01855	XX	EAS	KHV	true
HG01857	XX	EAS	KHV	true
HG01858	XX	EAS	KHV	true
HG01859	XX	EAS	KHV	true
HG01860	XY	EAS	KHV	true
HG01861	XY	EAS	KHV	true
HG01862	XX	EAS	KHV	true
HG01863	XX	EAS	KHV	true
HG01864	XY	EAS	KHV	true
HG01865	XY	EAS	KHV	true
HG01866	XY	EAS	KHV	true
HG01867	XY	EAS	KHV	true
HG01868	XX	EAS	KHV	true
HG01869	XX	EAS	KHV	true
HG01870	XX	EAS	KHV	true
HG01871	XX	EAS	KHV	true
HG01872	XY	EAS	KHV	true
HG01873	XY	EAS	KHV	true
HG01874	XX	EAS	KHV	true
HG01878	XX	EAS	KHV	true
HG01879	XY	AFR	ACB	true
HG01880	XX	AFR	ACB	true
HG01881	XX	AFR	ACB	false
HG01882	XY	AFR	ACB	true
HG01883	XX	AFR	ACB	true
HG01884	XX	AFR	ACB	false
HG01885	XY	AFR	ACB	true
HG01886	XX	AFR	ACB	true
HG01887	XY	AFR	ACB	false
HG01888	XY	AFR	ACB	false
HG01889	XX	AFR	ACB	true
HG01890	XY	AFR	ACB	true
HG01891	XX	AFR	ACB	false
HG01892	XY	AMR	PEL	true
HG01893	XX	AMR	PEL	true
HG01894	XX	AFR	ACB	true
HG01895	XY	AFR	ACB	false
HG01896	XX	AFR	ACB	true
HG01897	XY	AFR	ACB	false
HG01898	XX	AMR	PEL	false
HG01912	XY	AFR	ACB	true
HG01914	XY	AFR	ACB	true
HG01915	XX	AFR	ACB	true
HG01916	XX	AFR	ACB	false
HG01917	XY	AMR	PEL	true
HG01918	XX	AMR	PEL	true
HG01919	XX	AMR	PEL	false
HG01920	XY	AMR	PEL	true
HG01921	XX	AMR	PEL	true
HG01922	XX	AMR	PEL	false
HG01923	XY	AMR	PEL	true
HG01924	XX	AMR	PEL	true
HG01925	XX	AMR	PEL	false
HG01926	XY	AMR	PEL	true
HG01927	XX	AMR	PEL	true
HG01928	XY	AMR	PEL	false
HG01932	XY	AMR	PEL	true
HG01933	XX	AMR	PEL	true
HG01934	XY	AMR	PEL	false
HG01935	XY	AMR	PEL	true
HG01936	XX	AMR	PEL	true
HG01937	XY	AMR	PEL	false
HG01938	XY	AMR	PEL	true
HG01939	XX	AMR	PEL	true
HG01940	XX	AMR	PEL	false
HG01941	XY	AMR	PEL	true
HG01942	XX	AMR	PEL	true
HG01943	XY	AMR	PEL	false
HG01944	XY	AMR	PEL	true
HG01945	XX	AMR	PEL	true
HG01946	XY	AMR	PEL	false
HG01947	XY	AMR	PEL	true
HG01948	XX	AMR	PEL	true
HG01949	XX	AMR	PEL	false
HG01950	XY	AMR	PEL	true
HG01951	XX	AMR	PEL	true
HG01952	XY	AMR	PEL	false
HG01953	XY	AMR	PEL	true
HG01954	XX	AMR	PEL	true
HG01955	XX	AMR	PEL	false
HG01956	XX	AFR	ACB	true
HG01958	XX	AFR	ACB	true
HG01959	XX	AFR	ACB	false
HG01960	XX	AFR	ACB	false
HG01961	XY	AMR	PEL	true
HG01965	XX	AMR	PEL	true
HG01967	XY	AMR	PEL	true
HG01968	XX	AMR	PEL	true
HG01969	XX	AMR	PEL	false
HG01970	XY	AMR	PEL	true
HG01971	XX	AMR	PEL	true
HG01972	XX	AMR	PEL	false
HG01973	XX	AMR	PEL	true
HG01974	XY	AMR	PEL	true
HG01975	XX	AMR	PEL	false
HG01976	XX	AMR	PEL	true
HG01977	XY	AMR	PEL	true
HG01978	XX	AMR	PEL	false
HG01979	XY	AMR	PEL	true
HG01980	XX	AMR	PEL	true
HG01981	XX	AMR	PEL	false
HG01982	XY	AMR	PEL	true
HG01983	XX	AMR	PEL	false
HG01984	XY	AMR	PEL	false
HG01985	XX	AFR	ACB	true
HG01986	XY	AFR	ACB	true
HG01987	XY	AFR	ACB	false
HG01988	XY	AFR	ACB	true
HG01989	XX	AFR	ACB	true
HG01990	XY	AFR	ACB	true
HG01991	XY	AMR	PEL	true
HG01992	XX	AMR	PEL	true
HG01993	XX	AMR	PEL	false
HG01997	XX	AMR	PEL	true
HG01998	XY	AMR	PEL	false
HG02002	XY	AMR	PEL	true
HG02003	XX	AMR	PEL	true
HG02004	XX	AMR	PEL	false
HG02006	XX	AMR	PEL	true
HG02008	XY	AMR	PEL	true
HG02009	XY	AFR	ACB	true
HG02010	XX	AFR	ACB	true
HG02011	XY	AFR	ACB	false
HG02012	XX	AFR	ACB	true
HG02013	XY	AFR	ACB	true
HG02014	XY	AFR	ACB	true
HG02015	XY	EAS	KHV	false
HG02016	XX	EAS	KHV	true
HG02017	XY	EAS	KHV	true
HG02018	XX	EAS	KHV	false
HG02019	XX	EAS	KHV	true
HG02020	XY	EAS	KHV	true
HG02023	XY	EAS	KHV	true
HG02024	XX	EAS	KHV	false
HG02025	XX	EAS	KHV	true
HG02026	XY	EAS	KHV	true
HG02027	XY	EAS	KHV	false
HG02028	XX	EAS	KHV	true
HG02029	XY	EAS	KHV	true
HG02030	XY	EAS	KHV	false
HG02031	XX	EAS	KHV	true
HG02032	XY	EAS	KHV	true
HG02035	XY	EAS	KHV	true
HG02040	XY	EAS	KHV	true
HG02047	XY	EAS	KHV	true
HG02048	XX	EAS	KHV	true
HG02049	XX	EAS	KHV	true
HG02050	XY	EAS	KHV	true
HG02051	XY	AFR	ACB	true
HG02052	XX	AFR	ACB	true
HG02053	XY	AFR	ACB	true
HG02054	XX	AFR	ACB	true
HG02055	XY	AFR	ACB	false
HG02056	XY	EAS	KHV	false
HG02057	XX	EAS	KHV	true
HG02058	XY	EAS	KHV	true
HG02059	XX	EAS	KHV	false
HG02060	XX	EAS	KHV	true
HG02061	XY	EAS	KHV	true
HG02064	XY	EAS	KHV	true
HG02067	XY	EAS	KHV	true
HG02068	XX	EAS	KHV	false
HG02069	XX	EAS	KHV	true
HG02070	XY	EAS	KHV	true
HG02071	XY	EAS	KHV	false
HG02072	XX	EAS	KHV	true
HG02073	XY	EAS	KHV	true
HG02074	XY	EAS	KHV	false
HG02075	XX	EAS	KHV	true
HG02076	XY	EAS	KHV	true
HG02077	XY	EAS	KHV	false
HG02078	XX	EAS	KHV	true
HG02079	XY	EAS	KHV	true
HG02080	XX	EAS	KHV	false
HG02081	XX	EAS	KHV	true
HG02082	XY	EAS	KHV	true
HG02083	XY	EAS	KHV	false
HG02084	XX	EAS	KHV	true
HG02085	XY	EAS	KHV	true
HG02086	XX	EAS	KHV	true
HG02087	XX	EAS	KHV	true
HG02088	XY	EAS	KHV	true
HG02089	XX	AMR	PEL	true
HG02090	XY	AMR	PEL	true
HG02091	XX	AMR	PEL	false
HG02095	XX	AFR	ACB	true
HG02102	XX	AMR	PEL	true
HG02104	XY	AMR	PEL	true
HG02105	XX	AMR	PEL	true
HG02106	XX	AMR	PEL	false
HG02107	XY	AFR	ACB	true
HG02108	XX	AFR	ACB	true
HG02111	XX	AFR	ACB	true
HG02113	XX	EAS	KHV	true
HG02116	XY	EAS	KHV	true
HG02120	XY	EAS	KHV	false
HG02121	XX	EAS	KHV	true
HG02122	XY	EAS	KHV	true
HG02126	XX	EAS	KHV	false
HG02127	XX	EAS	KHV	true
HG02128	XY	EAS	KHV	true
HG02129	XY	EAS	KHV	false
HG02130	XX	EAS	KHV	true
HG02131	XY	EAS	KHV	true
HG02132	XY	EAS	KHV	false
HG02133	XX	EAS	KHV	true
HG02134	XY	EAS	KHV	true
HG02135	XY	EAS	KHV	false
HG02136	XX	EAS	KHV	true
HG02137	XY	EAS	KHV	true
HG02138	XY	EAS	KHV	true
HG02139	XX	EAS	KHV	true
HG02140	XX	EAS	KHV	true
HG02141	XY	EAS	KHV	true
HG02142	XX	EAS	KHV	true
HG02143	XY	AFR	ACB	true
HG02144	XX	AFR	ACB	true
HG02145	XY	AFR	ACB	false
HG02146	XY	AMR	PEL	true
HG02147	XX	AMR	PEL	true
HG02148	XX	AMR	PEL	false
HG02150	XY	AMR	PEL	true
HG02151	XX	EAS	CDX	true
HG02152	XX	EAS	CDX	true
HG02153	XX	EAS	CDX	true
HG02154	XX	EAS	CDX	true
HG02155	XX	EAS	CDX	true
HG02156	XX	EAS	CDX	true
HG02164	XX	EAS	CDX	true
HG02165	XX	EAS	CDX	true
HG02166	XX	EAS	CDX	true
HG02178	XX	EAS	CDX	true
HG02179	XX	EAS	CDX	true
HG02180	XX	EAS	CDX	true
HG02181	XX	EAS	CDX	true
HG02182	XX	EAS	CDX	true
HG02184	XX	EAS	CDX	true
HG02185	XX	EAS	CDX	true
HG02186	XX	EAS	CDX	true
HG02187	XX	EAS	CDX	true
HG02188	XX	EAS	CDX	true
HG02190	XX	EAS	CDX	true
HG02215	XX	EUR	GBR	true
HG02219	XY	EUR	IBS	true
HG02220	XX	EUR	IBS	true
HG02221	XY	EUR	IBS	true
HG02222	XX	EUR	IBS	false
HG02223	XX	EUR	IBS	true
HG02224	XY	EUR	IBS	true
HG02225	XX	EUR	IBS	false
HG02229	XX	EUR	IBS	false
HG02230	XX	EUR	IBS	true
HG02231	XY	EUR	IBS	true
HG02232	XX	EUR	IBS	true
HG02233	XY	EUR	IBS	true
HG02234	XY	EUR	IBS	false
HG02235	XX	EUR	IBS	true
HG02236	XY	EUR	IBS	true
HG02237	XX	EUR	IBS	false
HG02238	XY	EUR	IBS	true
HG02239	XX	EUR	IBS	true
HG02240	XX	EUR	IBS	false
HG02250	XY	EAS	CDX	true
HG02252	XX	AMR	PEL	true
HG02253	XY	AMR	PEL	true
HG02255	XY	AFR	ACB	true
HG02256	XX	AFR	ACB	true
HG02257	XX	AFR	ACB	false
HG02258	XY	AFR	ACB	false
HG02259	XY	AMR	PEL	true
HG02260	XX	AMR	PEL	true
HG02261	XY	AMR	PEL	false
HG02262	XY	AMR	PEL	true
HG02265	XY	AMR	PEL	true
HG02266	XX	AMR	PEL	true
HG02271	XY	AMR	PEL	true
HG02272	XX	AMR	PEL	true
HG02273	XX	AMR	PEL	false
HG02274	XY	AMR	PEL	true
HG02275	XX	AMR	PEL	true
HG02277	XY	AMR	PEL	true
