KGP_sample_id	karyotype	superpopulation	population	unrelated
NA19137	XX	AFR	YRI	true
NA19138	XY	AFR	YRI	true
NA19139	XY	AFR	YRI	false
NA19140	XX	AFR	YRI	false
NA19141	XY	AFR	YRI	true
NA19142	XY	AFR	YRI	false
NA19143	XX	AFR	YRI	true
NA19144	XY	AFR	YRI	true
NA19145	XY	AFR	YRI	false
NA19146	XY	AFR	YRI	true
NA19147	XX	AFR	YRI	true
NA19148	XX	AFR	YRI	false
NA19149	XX	AFR	YRI	true
NA19150	XY	AFR	YRI	false
NA19151	XX	AFR	YRI	false
NA19152	XX	AFR	YRI	true
NA19153	XY	AFR	YRI	true
NA19154	XY	AFR	YRI	false
NA19159	XX	AFR	YRI	true
NA19160	XY	AFR	YRI	true
NA19161	XY	AFR	YRI	false
NA19171	XY	AFR	YRI	true
NA19172	XX	AFR	YRI	true
NA19173	XY	AFR	YRI	false
NA19174	XY	AFR	YRI	false
NA19175	XY	AFR	YRI	true
NA19176	XX	AFR	YRI	false
NA19177	XY	AFR	YRI	false
NA19184	XY	AFR	YRI	true
NA19185	XX	AFR	YRI	true
NA19186	XY	AFR	YRI	false
NA19189	XY	AFR	YRI	true
NA19190	XX	AFR	YRI	true
NA19191	XY	AFR	YRI	false
NA19197	XX	AFR	YRI	true
NA19198	XY	AFR	YRI	true
NA19199	XX	AFR	YRI	false
NA19200	XY	AFR	YRI	true
NA19201	XX	AFR	YRI	true
NA19202	XX	AFR	YRI	false
NA19203	XY	AFR	YRI	false
NA19204	XX	AFR	YRI	true
NA19205	XY	AFR	YRI	false
NA19206	XX	AFR	YRI	true
NA19207	XY	AFR	YRI	true
NA19208	XY	AFR	YRI	false
NA19209	XX	AFR	YRI	true
NA19210	XY	AFR	YRI	true
NA19211	XY	AFR	YRI	false
NA19213	XY	AFR	YRI	true
NA19214	XX	AFR	YRI	true
NA19215	XX	AFR	YRI	false
NA19221	XX	AFR	YRI	false
NA19222	XX	AFR	YRI	true
NA19223	XY	AFR	YRI	true
NA19224	XY	AFR	YRI	false
NA19225	XX	AFR	YRI	true
NA19226	XY	AFR	YRI	false
NA19235	XX	AFR	YRI	true
NA19236	XY	AFR	YRI	true
NA19237	XX	AFR	YRI	false
NA19238	XX	AFR	YRI	true
NA19239	XY	AFR	YRI	true
NA19240	XX	AFR	YRI	false
