IID,inferred_pop
203096940055_R04C01,EUR
203096940055_R05C01,EUR
203096940056_R01C01,EUR
203096940056_R01C02,SAS
203096940056_R02C01,EUR
203096940056_R02C02,SAS
203096940056_R03C01,EUR
203096940056_R03C02,EUR
203096940056_R04C01,EUR
203096940056_R04C02,EUR
203096940056_R05C01,EUR
203096940056_R05C02,EUR
203096940056_R06C01,EUR
203096940057_R01C01,EUR
203096940057_R02C01,EUR
203096940057_R03C01,EAS
203096940057_R04C01,EAS
203096940069_R01C01,SAS
203096940069_R02C01,SAS
203096940069_R03C01,AMR
203096940069_R04C01,AMR
203096940069_R05C01,EUR
203096940069_R06C01,EUR
203096940076_R05C01,EUR
203096940076_R06C01,SAS
203124470006_R01C02,EUR
203124470006_R02C01,SAS
203124470006_R02C02,EUR
203124470006_R03C01,SAS
203124470006_R03C02,EUR
203124470006_R04C01,EUR
203124470006_R04C02,EUR
203124470006_R05C01,EUR
203124470006_R05C02,EUR
203124470006_R06C01,EAS
203124470015_R05C02,AMR
203124470031_R05C02,EUR
203124470036_R01C02,EUR
203124470036_R02C02,EUR
203124470036_R03C02,EUR
203124470036_R04C02,EUR
203124470036_R05C02,EUR
203124470036_R06C02,EUR
203124470049_R03C02,SAS
203124470049_R05C02,SAS
203124470050_R02C02,EUR
203124470050_R03C02,EUR
203124470050_R04C02,EUR
203124470050_R05C02,EUR
203124470050_R06C02,EAS
203124470055_R01C02,AMR
203124470055_R02C02,AMR
203124470059_R01C01,AMR
203124470059_R01C02,EUR
203124470059_R02C01,EUR
203124470059_R02C02,EUR
203124470059_R03C01,EUR
203124470059_R03C02,SAS
203124470059_R04C01,EUR
203124470059_R04C02,SAS
203124470059_R05C01,EUR
203124470059_R06C01,EUR
203124470059_R06C02,SAS
203124470061_R01C01,EUR
203124470061_R06C02,EUR
203124470070_R01C01,EUR
203124470072_R03C02,EAS
203124470072_R04C02,EUR
203124470072_R05C02,EUR
203124470072_R06C02,EUR
203124470073_R01C01,EUR
203124470073_R01C02,EUR
203124470073_R02C01,SAS
203124470073_R02C02,EAS
203124470073_R03C01,SAS
203124470073_R03C02,EAS
203124470073_R04C01,EAS
203124470073_R04C02,EAS
203124470073_R05C01,EAS
203124470073_R05C02,EUR
203124470073_R06C01,EUR
203124470073_R06C02,AMR
203124470074_R01C01,EUR
203124470074_R01C02,AFR
203124470074_R02C01,EUR
203124470074_R03C01,EUR
203124470074_R04C01,AMR
203124470074_R05C01,EUR
203124470074_R06C01,AFR
203124470077_R05C02,EUR
203127170014_R01C01,EUR
203127170014_R01C02,SAS
203127170014_R02C01,EUR
203127170014_R02C02,SAS
203127170014_R03C01,SAS
203127170014_R03C02,EUR
203127170014_R04C01,EUR
203127170014_R04C02,NA
203127170014_R05C01,EUR
203127170014_R05C02,EAS
203127170014_R06C01,EUR
203127170014_R06C02,EUR
203127170022_R01C01,EUR
203127170022_R01C02,EUR
203127170022_R02C01,EUR
203127170022_R02C02,EUR
203127170022_R03C01,AFR
203127170022_R03C02,EUR
203127170022_R04C01,EUR
203127170022_R04C02,SAS
203127170022_R05C01,EUR
203127170022_R05C02,EUR
203127170022_R06C01,EUR
203127170022_R06C02,EUR
203127170025_R01C01,EUR
203127170025_R01C02,EUR
203127170025_R02C01,EAS
203127170025_R03C01,EAS
203127170025_R04C01,AMR
203127170025_R05C01,EUR
203127170025_R06C01,AFR
203127170034_R01C01,EUR
203127170034_R01C02,EUR
203127170034_R02C01,EUR
203127170034_R02C02,EUR
203127170034_R03C01,AFR
203127170034_R04C01,EAS
203127170034_R06C01,AFR
203127170040_R01C02,SAS
203127170040_R05C01,EUR
203127170040_R06C01,EUR
203127170050_R03C02,AFR
203127170050_R04C02,AFR
203127170050_R05C02,EUR
203127170050_R06C02,EUR
203127170062_R01C02,EAS
203127170062_R02C01,SAS
203127170062_R03C01,AMR
203127170062_R04C01,EUR
203127170062_R04C02,EUR
203127170062_R05C02,EUR
203127170062_R06C01,EAS
203127170063_R04C02,EUR
203127170063_R05C02,EUR
203127170067_R01C01,EUR
203127170067_R01C02,SAS
203127170067_R02C01,EUR
203127170067_R02C02,EUR
203127170067_R03C01,EAS
203127170067_R03C02,EUR
203127170067_R04C01,SAS
203127170067_R04C02,EUR
203127170067_R05C01,SAS
203127170067_R05C02,AFR
203127170067_R06C01,SAS
203127170069_R01C01,AFR
203127170069_R01C02,EUR
203127170069_R02C01,AFR
203127170069_R02C02,SAS
203127170069_R03C01,EUR
203127170069_R03C02,EUR
203127170069_R04C01,EAS
203127170069_R04C02,EAS
203127170069_R05C01,AMR
203127170069_R05C02,EUR
203127170069_R06C01,EUR
203127170069_R06C02,EUR
203127170070_R01C01,EUR
203127170076_R01C01,AMR
203127170076_R02C01,AMR
203127170083_R05C01,EUR
203127170083_R06C01,EUR
203127170085_R01C01,EUR
203127170085_R01C02,EUR
203127170085_R02C01,AFR
203127170085_R02C02,EUR
203127170085_R03C01,AMR
203127170085_R03C02,EUR
203127170085_R04C01,EUR
203127170085_R04C02,SAS
203127170085_R05C01,EUR
203127170085_R05C02,SAS
203127170085_R06C01,AMR
203127170085_R06C02,AMR
203127170088_R01C01,EUR
203127170088_R02C01,EUR
203127170088_R03C01,EUR
203127170090_R01C02,SAS
203127170090_R02C02,EUR
203127170090_R03C01,AMR
203127170090_R03C02,EUR
203127170090_R04C01,AMR
203127170090_R05C01,EUR
203127170090_R05C02,EUR
203127170090_R06C01,EAS
203127170090_R06C02,SAS
203127170091_R03C01,EUR
203127170091_R05C02,EUR
203127170097_R01C02,EAS
203127170097_R02C02,EUR
203127170097_R03C02,AMR
203127170097_R04C02,EUR
203127170097_R05C02,EUR
203127170097_R06C02,EAS
203127170098_R01C01,EAS
203127170098_R01C02,EAS
203127170098_R02C01,EUR
203127170098_R02C02,EUR
203127170098_R03C01,EAS
203127170098_R03C02,EAS
203127170098_R04C01,EAS
203127170098_R04C02,EUR
203127170098_R05C01,EAS
203127170098_R05C02,AFR
203127170098_R06C01,EAS
203127170098_R06C02,EUR
203127170099_R01C01,SAS
203127170099_R03C02,SAS
203127170099_R04C02,EUR
203127170099_R05C01,SAS
203127170099_R05C02,EUR
203127170099_R06C01,EAS
203127170100_R03C02,EUR
203127170100_R04C01,EUR
203127170100_R05C01,EAS
203127170100_R05C02,EUR
203127170100_R06C01,EUR
203127170100_R06C02,EUR
203127170102_R04C02,EAS
203127170102_R05C02,EAS
203127170102_R06C02,EAS
203127170105_R03C01,EUR
203127170105_R05C01,EUR
203127170113_R05C02,EUR
203127170113_R06C02,EUR
203127170114_R01C01,EUR
203127170114_R02C01,EUR
203127170114_R02C02,EUR
203127170114_R03C01,SAS
203127170114_R03C02,EUR
203127170114_R04C01,SAS
203127170114_R04C02,EAS
203127170114_R05C01,SAS
203127170114_R05C02,EAS
203127170114_R06C01,SAS
203127170114_R06C02,EUR
203127170124_R05C01,EUR
203127170147_R01C02,EUR
203127170147_R02C02,EUR
203127170147_R03C02,SAS
203127170147_R06C01,EUR
203127170158_R01C01,SAS
203127170158_R01C02,EUR
203127170158_R02C01,SAS
203127170158_R02C02,EAS
203127170158_R03C01,EAS
203127170158_R03C02,EUR
203127170158_R04C01,EUR
203127170158_R04C02,EUR
203127170158_R05C01,EUR
203127170158_R05C02,EUR
203127170158_R06C01,EUR
203127170159_R05C02,EUR
203127170159_R06C02,EAS
203127170176_R01C02,EAS
203127170176_R02C02,EAS
203127170176_R03C01,EUR
203127170176_R04C01,EUR
203127170176_R05C01,EUR
203127170176_R06C01,EUR
203127170180_R01C01,EUR
203127170180_R01C02,EUR
203127170180_R02C01,EUR
203127170180_R03C01,EUR
203127170180_R04C01,EUR
203127170180_R04C02,EUR
203127170180_R05C01,EAS
203127170180_R06C01,EAS
203127170181_R02C02,EUR
203127170181_R04C01,EUR
203127170181_R05C01,AMR
203127170181_R06C01,EUR
203127170183_R01C02,EUR
203127170183_R02C02,SAS
203127170183_R03C01,AFR
203127170183_R03C02,EUR
203127170183_R04C01,AFR
203127170183_R04C02,EUR
203127170183_R05C01,EAS
203127170183_R05C02,EUR
203127170183_R06C01,EUR
203127170183_R06C02,EUR
203127170188_R02C02,EAS
203127170188_R03C02,EAS
203127170188_R04C02,EUR
203127170188_R05C02,EUR
203127170188_R06C02,EUR
203127170193_R02C02,EUR
203127170193_R03C02,EUR
203127170193_R04C02,SAS
203127170193_R05C02,SAS
203127170194_R01C01,AMR
203127170194_R02C01,EUR
203127170194_R03C01,EUR
203127170194_R03C02,EUR
203127170194_R04C01,EUR
203127170194_R04C02,EUR
203127170194_R05C01,EAS
203127170194_R05C02,EUR
203127170194_R06C01,EUR
203127170194_R06C02,SAS
203127170199_R01C01,EUR
203127170199_R01C02,EUR
203127170199_R02C01,SAS
203127170199_R02C02,EUR
203127170199_R03C01,SAS
203127170199_R03C02,EUR
203127170199_R04C01,EAS
203127170199_R04C02,EUR
203127170199_R05C01,EUR
203127170199_R05C02,AMR
203127170199_R06C01,EUR
203127170202_R01C02,EAS
203127170202_R02C01,AFR
203127170202_R02C02,EUR
203127170202_R03C01,AFR
203127170202_R03C02,EUR
203127170202_R04C01,EAS
203127170202_R04C02,SAS
203127170202_R05C01,EAS
203127170202_R05C02,EAS
203127170202_R06C01,EAS
203135890013_R01C01,EUR
203135890013_R01C02,EUR
203135890013_R02C01,EUR
203135890013_R02C02,EUR
203135890013_R03C01,EAS
203135890013_R03C02,EUR
203135890013_R04C01,EAS
203135890013_R04C02,EUR
203135890013_R05C02,EUR
203135890014_R01C02,EAS
203135890014_R02C02,EAS
203135890014_R03C02,EUR
203135890014_R04C01,EUR
203135890014_R04C02,EUR
203135890014_R05C01,EUR
203135890014_R05C02,EUR
203135890014_R06C01,EUR
203135890014_R06C02,EUR
203135890015_R01C01,EAS
203135890015_R01C02,EAS
203135890015_R02C01,EAS
203135890015_R02C02,EUR
203135890015_R03C01,EAS
203135890015_R03C02,SAS
203135890015_R04C01,EAS
203135890015_R04C02,SAS
203135890015_R05C01,EAS
203135890015_R05C02,SAS
203135890015_R06C01,EAS
203135890015_R06C02,EUR
203135890017_R03C01,EUR
203135890017_R04C01,EUR
203135890017_R05C02,AMR
203135890018_R01C01,EAS
203135890018_R01C02,EUR
203135890018_R02C02,EUR
203135890018_R03C02,EUR
203135890018_R04C01,AMR
203135890018_R04C02,EAS
203135890018_R05C01,EUR
203135890018_R05C02,EAS
203135890018_R06C01,EUR
203141330003_R01C01,AFR
203141330003_R01C02,SAS
203141330003_R02C01,EUR
203141330003_R02C02,SAS
203141330003_R03C01,EUR
203141330003_R03C02,EUR
203141330003_R04C01,EUR
203141330003_R04C02,EUR
203141330003_R05C01,EUR
203141330003_R05C02,EAS
203141330003_R06C01,EUR
203141330003_R06C02,EUR
203141330007_R01C01,EAS
203141330007_R01C02,EAS
203141330007_R02C01,EAS
203141330007_R02C02,EAS
203141330007_R03C02,EUR
203141330007_R04C02,SAS
203141330007_R05C01,EAS
203141330007_R05C02,EAS
203141330007_R06C01,EAS
203141330010_R01C01,EUR
203141330010_R02C01,EUR
203141330010_R03C01,EUR
203141330010_R04C01,AMR
203141330012_R05C01,EUR
203141330012_R06C01,EUR
203141330016_R03C02,EUR
203141330026_R01C01,EUR
203141330026_R01C02,EUR
203141330026_R02C01,EUR
203141330026_R03C02,EUR
203141330026_R04C02,EUR
203141330026_R05C02,EUR
203141330030_R01C02,EUR
203141330032_R01C02,EUR
203141330032_R02C02,EUR
203141330032_R03C01,EUR
203141330032_R03C02,EUR
203141330032_R04C01,EUR
203141330032_R04C02,EUR
203141330032_R05C01,EUR
203141330032_R06C01,EAS
203141330036_R02C02,EAS
203141330036_R03C01,SAS
203141330036_R04C01,AMR
203141330036_R05C01,AMR
203141330036_R05C02,EUR
203141330036_R06C02,EUR
203141330037_R03C02,SAS
203141330037_R04C02,SAS
203141330038_R01C01,EUR
203141330038_R01C02,EUR
203141330038_R02C01,EUR
203141330038_R02C02,EAS
203141330038_R03C01,EUR
203141330038_R03C02,EAS
203141330038_R04C01,EUR
203141330038_R04C02,SAS
203141330038_R05C02,SAS
203141330038_R06C02,EUR
203141330047_R01C01,EUR
203141330047_R01C02,SAS
203141330047_R02C01,EUR
203141330047_R02C02,SAS
203141330047_R03C01,EUR
203141330047_R03C02,EUR
203141330047_R04C01,EUR
203141330047_R04C02,EUR
203141330047_R05C01,EAS
203141330047_R05C02,EUR
203141330047_R06C01,AMR
203141330047_R06C02,EUR
203141330051_R02C02,EAS
203141330051_R03C02,EUR
203141330051_R04C02,SAS
203141330051_R05C02,EUR
203141330051_R06C02,EAS
203141330055_R01C01,EUR
203141330055_R01C02,EUR
203141330055_R02C01,SAS
203141330055_R02C02,SAS
203141330055_R03C01,EUR
203141330055_R03C02,SAS
203141330055_R04C01,AFR
203141330055_R04C02,EUR
203141330055_R05C01,AFR
203141330055_R05C02,EUR
203141330055_R06C01,EUR
203141330055_R06C02,EUR
203141330056_R01C01,EUR
203141330056_R02C01,EUR
203141330056_R03C01,EUR
203141330056_R03C02,SAS
203141330056_R04C01,SAS
203141330056_R04C02,SAS
203141330056_R05C01,SAS
203141330056_R05C02,AFR
203141330056_R06C01,EUR
203141330061_R01C01,EUR
203141330061_R01C02,EAS
203141330061_R02C01,EUR
203141330061_R03C01,EUR
203141330061_R04C01,EUR
203141330061_R05C01,EUR
203141330061_R06C01,EUR
203141330063_R01C01,EUR
203141330063_R01C02,EUR
203141330063_R02C02,EUR
203141330063_R03C02,EUR
203141330063_R04C01,EUR
203141330063_R04C02,AMR
203141330063_R05C01,EUR
203141330063_R06C01,EUR
203141330064_R01C02,EAS
203141330064_R03C02,EAS
203141330064_R04C01,EUR
203141330064_R04C02,EUR
203141330064_R05C01,EUR
203141330064_R06C01,EAS
203141330065_R01C01,EUR
203141330065_R02C01,EUR
203141330065_R02C02,EUR
203141330065_R03C01,EUR
203141330065_R03C02,AMR
203141330065_R04C01,EUR
203141330065_R05C01,AMR
203141330065_R06C01,AMR
203141330067_R04C02,EUR
203141330067_R05C02,EUR
203141330068_R01C01,EUR
203141330068_R01C02,EAS
203141330068_R02C01,EAS
203141330068_R03C01,EUR
203141330068_R03C02,AFR
203141330068_R04C02,EUR
203141330068_R05C01,EUR
203141330068_R05C02,EUR
203141330068_R06C01,EUR
203141330068_R06C02,EUR
203141330071_R01C01,EUR
203141330071_R02C01,EUR
203141330071_R05C01,EUR
203141330072_R03C01,EUR
203141330072_R04C01,EUR
203141330076_R02C01,EUR
203141330076_R03C01,EUR
203141330079_R01C02,EUR
203141330079_R02C01,EUR
203141330079_R02C02,AFR
203141330079_R03C01,EUR
203141330079_R03C02,EAS
203141330079_R04C01,NA
203141330079_R04C02,EUR
203141330079_R05C01,EUR
203141330079_R05C02,EUR
203141330079_R06C01,EUR
203141330079_R06C02,EUR
203141330082_R01C02,EUR
203141330082_R02C02,EUR
203141330082_R03C02,EUR
203141330082_R04C01,EUR
203141330082_R04C02,EUR
203141330082_R05C01,EUR
203141330082_R05C02,EUR
203141330082_R06C01,EUR
203141330082_R06C02,SAS
203141330084_R01C01,EUR
203141330084_R01C02,EUR
203141330084_R02C02,EUR
203141330084_R03C02,EUR
203141330084_R04C01,AMR
203141330084_R05C01,EAS
203141330084_R06C01,EUR
203141330084_R06C02,EUR
203141330085_R01C02,EUR
203141330085_R03C01,EAS
203141330085_R04C01,EUR
203141330085_R05C01,EUR
203141330085_R06C01,EUR
203141330086_R01C02,SAS
203141330086_R02C02,EUR
203141330086_R03C02,EUR
203141330086_R04C02,EUR
203141330086_R05C02,EUR
203141330087_R01C01,EUR
203141330087_R02C01,EUR
203141330087_R03C01,EUR
203141330087_R04C01,EUR
203141330090_R01C01,EUR
203141330090_R01C02,EUR
203141330090_R02C02,EUR
203141330090_R04C01,AMR
203141330091_R01C01,EAS
203141330091_R02C01,EAS
203141330091_R02C02,EAS
203141330091_R03C01,EAS
203141330091_R03C02,EUR
203141330091_R04C01,EAS
203141330091_R05C01,EAS
203141330091_R06C01,EUR
203141330091_R06C02,SAS
203141330092_R01C01,SAS
203141330092_R01C02,EAS
203141330092_R02C01,SAS
203141330092_R02C02,EAS
203141330092_R03C01,EUR
203141330092_R04C01,EUR
203141330092_R05C01,EAS
203141330092_R05C02,AFR
203141330092_R06C01,EUR
203141330094_R06C02,EUR
203141330102_R01C01,SAS
203141330102_R02C01,SAS
203141330102_R03C01,EUR
203141330102_R03C02,EAS
203141330102_R04C01,EAS
203141330102_R04C02,EAS
203141330102_R05C01,EUR
203141330102_R05C02,EAS
203141330102_R06C01,AMR
203141330102_R06C02,EAS
203141330106_R01C01,EUR
203141330106_R01C02,EUR
203141330106_R02C01,EAS
203141330106_R03C01,EAS
203141330106_R04C01,EUR
203141330106_R04C02,EUR
203141330106_R05C01,EUR
203141330106_R05C02,AFR
203141330106_R06C01,EUR
203141330108_R05C02,EUR
203141330108_R06C02,EUR
203141330110_R02C01,EUR
203141330110_R03C01,EUR
203141330110_R03C02,EUR
203141330113_R03C01,EUR
203141330113_R04C01,EAS
203141330115_R03C02,EUR
203141330115_R04C02,EUR
203141330125_R01C02,EAS
203141330125_R02C02,EAS
203141330125_R03C02,EUR
203141330125_R04C02,EUR
203141330125_R05C02,EUR
203141330125_R06C02,EUR
203141330127_R01C01,SAS
203141330127_R01C02,EUR
203141330127_R02C01,SAS
203141330127_R02C02,EUR
203141330127_R03C01,EUR
203141330127_R04C01,EUR
203141330127_R05C01,EUR
203141330127_R05C02,SAS
203141330127_R06C01,EUR
203141330130_R01C01,EAS
203141330130_R01C02,EAS
203141330130_R02C01,EUR
203141330130_R03C01,SAS
203141330130_R04C01,EUR
203141330130_R05C01,EUR
203141330130_R06C01,EUR
203141330134_R01C02,EUR
203141330134_R02C02,EAS
203141330134_R03C02,EAS
203141330134_R06C01,EUR
203141330139_R01C02,EUR
203141330139_R02C02,EUR
203141330139_R03C02,EUR
203141330139_R04C01,EUR
203141330139_R04C02,EUR
203141330139_R05C01,EUR
203141330139_R05C02,EUR
203141330139_R06C01,EUR
203141330140_R01C02,EUR
203141330140_R02C01,EUR
203141330140_R02C02,EAS
203141330140_R03C01,EUR
203141330140_R03C02,EAS
203141330140_R04C01,EUR
203141330140_R04C02,EAS
203141330140_R05C01,EUR
203141330140_R05C02,AFR
203141330140_R06C01,EAS
203141330140_R06C02,AFR
203141330147_R01C01,AFR
203141330147_R01C02,EAS
203141330147_R02C01,EAS
203141330147_R03C01,EAS
203141330147_R04C01,EUR
203141330147_R04C02,EUR
203141330147_R05C02,EUR
203141330147_R06C01,EUR
203141330151_R01C01,EUR
203141330151_R02C01,EUR
203141330151_R03C01,AFR
203141330151_R04C01,AFR
203141330152_R01C01,EUR
203141330152_R01C02,AFR
203141330152_R02C02,EUR
203141330152_R03C01,EUR
203141330152_R03C02,EUR
203141330152_R04C01,EUR
203141330152_R04C02,SAS
203141330152_R05C01,EAS
203141330152_R05C02,SAS
203141330152_R06C02,EUR
203141330153_R03C01,EUR
203141330156_R02C02,EAS
203141330156_R03C02,EUR
203141330156_R04C02,EUR
203141330156_R05C02,EUR
203141330156_R06C02,EUR
203141330158_R01C01,EUR
203141330158_R03C02,EUR
203141330158_R04C01,EUR
203141330158_R04C02,EUR
203141330158_R05C01,EUR
203141330158_R05C02,EUR
203141330158_R06C02,AMR
203175790023_R02C01,EUR
203175790032_R01C01,EUR
203175790032_R01C02,EUR
203175790032_R02C01,EUR
203175790032_R02C02,EUR
203175790032_R03C01,EUR
203175790032_R03C02,EUR
203175790032_R04C01,EUR
203175790032_R05C01,NA
203175790032_R06C01,NA
203175790032_R06C02,EUR
203175790043_R06C01,EAS
203175790045_R01C01,SAS
203175790045_R01C02,EUR
203175790045_R02C02,EUR
203175790045_R03C01,EUR
203175790045_R03C02,EAS
203175790045_R04C01,EUR
203175790045_R04C02,EUR
203175790045_R05C01,EUR
203175790045_R05C02,SAS
203175790045_R06C01,EUR
203175790048_R02C02,EAS
203175790048_R03C01,EUR
203175790048_R03C02,EAS
203175790048_R05C01,EUR
203175790048_R05C02,EUR
203175790050_R02C02,EUR
203175790050_R03C01,EUR
203175790050_R03C02,AMR
203175790050_R04C01,EAS
203175790050_R04C02,EUR
203175790050_R05C01,EUR
203175790050_R05C02,EUR
203175790050_R06C01,EUR
203175790050_R06C02,AMR
203175790051_R03C02,EUR
203175790051_R04C02,EUR
203175790051_R05C02,AFR
203175790052_R04C02,EAS
203175790052_R05C01,EUR
203181270003_R01C02,EUR
203181270003_R02C02,EUR
203181270003_R03C02,EUR
203181270003_R04C01,EUR
203181270003_R04C02,EUR
203181270003_R05C01,AFR
203181270003_R05C02,EUR
203181270003_R06C01,EUR
203181270003_R06C02,EUR
203181270009_R03C02,EAS
203181270009_R04C02,EAS
203181270011_R06C02,EUR
203181270015_R01C01,EUR
203181270015_R01C02,AMR
203181270015_R02C01,EUR
203181270015_R02C02,AMR
203181270015_R03C01,EUR
203181270015_R03C02,SAS
203181270015_R04C01,AMR
203181270015_R04C02,SAS
203181270015_R05C01,AMR
203181270015_R06C01,AMR
203181270017_R01C01,EUR
203181270017_R02C01,EAS
203181270017_R03C02,EUR
203181270017_R05C01,EUR
203181270017_R06C01,AMR
203181270018_R02C02,EUR
203181270021_R01C01,SAS
203181270021_R01C02,AMR
203181270021_R02C01,EUR
203181270021_R02C02,EUR
203181270021_R03C01,SAS
203181270021_R03C02,EUR
203181270021_R06C01,AMR
203181270021_R06C02,EUR
203181270022_R01C01,EAS
203181270022_R01C02,EAS
203181270022_R02C01,EAS
203181270022_R02C02,EAS
203181270022_R03C01,EAS
203181270022_R03C02,EAS
203181270022_R04C01,EAS
203181270022_R04C02,EAS
203181270022_R05C01,EUR
203181270022_R05C02,EUR
203181270022_R06C01,EUR
203181270022_R06C02,EUR
203181270024_R01C01,SAS
203181270024_R02C01,EUR
203181270024_R03C01,EUR
203181270024_R03C02,EAS
203181270024_R04C02,EUR
203181270024_R05C02,EUR
203181270024_R06C02,EUR
203181270027_R05C02,EUR
203181270028_R01C01,EUR
203181270028_R01C02,EUR
203181270028_R02C01,EUR
203181270028_R03C01,AFR
203181270028_R04C01,AFR
203181270028_R05C01,EUR
203181270031_R01C01,EUR
203181270031_R01C02,EUR
203181270031_R02C01,EUR
203181270031_R02C02,AFR
203181270031_R03C01,AMR
203181270031_R03C02,EUR
203181270031_R04C01,EUR
203181270031_R04C02,AMR
203181270031_R05C02,AMR
203181270031_R06C01,EUR
203181270031_R06C02,AMR
203181270033_R01C01,EUR
203181270035_R04C01,EUR
203181270040_R06C02,EUR
203181270042_R01C02,EUR
203181270042_R02C01,EUR
203181270042_R02C02,EUR
203181270042_R03C01,EAS
203181270042_R03C02,EUR
203181270042_R04C01,EUR
203181270042_R04C02,EUR
203181270042_R05C01,EUR
203181270042_R05C02,AMR
203181270042_R06C01,EUR
203181270042_R06C02,SAS
203181270043_R01C01,SAS
203181270044_R01C02,EUR
203181270044_R03C01,EUR
203181270044_R04C01,EAS
203181270044_R05C01,EUR
203181270044_R06C01,EUR
203181270045_R01C01,EAS
203181270045_R01C02,EUR
203181270045_R02C01,EUR
203181270045_R03C01,EUR
203181270045_R03C02,EUR
203181270045_R04C02,EAS
203181270045_R05C01,EUR
203181270045_R05C02,EAS
203181270045_R06C01,EUR
203181270046_R01C01,EUR
203181270046_R02C01,EUR
203181270046_R03C01,EUR
203181270046_R04C01,SAS
203181270046_R05C01,EUR
203181270050_R02C02,AMR
203181270050_R03C02,AMR
203181270050_R04C02,EUR
203181270055_R02C02,SAS
203181270055_R03C02,EUR
203181270057_R01C01,AMR
203181270057_R01C02,EUR
203181270057_R02C01,EUR
203181270057_R02C02,EAS
203181270057_R03C01,EAS
203181270057_R03C02,NA
203181270057_R04C01,EAS
203181270057_R04C02,EAS
203181270057_R05C01,EAS
203181270057_R05C02,EAS
203181270057_R06C01,EUR
203181270059_R01C01,EUR
203181270059_R02C01,AMR
203181270059_R03C01,AMR
203181270063_R01C02,SAS
203181270063_R02C01,EUR
203181270063_R02C02,SAS
203181270063_R03C01,AMR
203181270063_R03C02,SAS
203181270063_R04C01,EUR
203181270063_R04C02,EUR
203181270063_R05C01,EUR
203181270063_R05C02,EUR
203181270063_R06C01,SAS
203181270063_R06C02,EUR
203181270065_R01C02,EUR
203181270065_R02C02,AMR
203181270065_R03C02,AMR
203181270065_R04C02,EUR
203181270065_R05C02,AMR
203181270069_R01C01,EUR
203181270069_R01C02,EUR
203181270069_R02C01,EUR
203181270069_R02C02,EUR
203181270069_R03C01,EUR
203181270069_R03C02,EUR
203181270069_R04C01,EUR
203181270069_R04C02,EUR
203181270069_R05C01,EUR
203181270069_R05C02,SAS
203181270069_R06C01,EUR
203181270076_R01C01,EUR
203181270076_R01C02,EUR
203181270076_R02C01,EUR
203181270076_R02C02,EUR
203181270076_R03C01,EUR
203181270076_R03C02,EUR
203181270076_R04C01,EUR
203181270076_R04C02,EUR
203181270076_R05C01,EUR
203181270076_R05C02,SAS
203181270076_R06C01,EUR
203181270076_R06C02,SAS
203181270078_R01C02,EUR
203181270078_R02C01,EUR
203181270078_R02C02,EUR
203181270078_R03C01,EUR
203181270078_R03C02,AFR
203181270078_R04C01,AFR
203181270078_R04C02,AFR
203181270078_R05C01,AFR
203181270078_R06C01,AFR
203181270085_R01C01,EUR
203181270085_R01C02,EUR
203181270085_R02C01,EUR
203181270085_R02C02,EAS
203181270085_R03C01,EUR
203181270085_R03C02,EAS
203181270085_R04C01,EUR
203181270085_R05C01,SAS
203181270085_R06C01,EUR
203181270090_R06C02,EUR
203181270092_R01C02,AMR
203181270092_R02C01,EUR
203181270092_R02C02,AMR
203181270092_R03C01,EAS
203181270092_R04C01,EAS
203181270092_R05C01,EUR
203181270092_R06C01,AMR
203181270095_R01C01,AFR
203181270095_R01C02,AFR
203181270095_R02C01,AFR
203181270095_R02C02,AFR
203181270095_R03C01,SAS
203181270095_R03C02,EUR
203181270095_R04C01,SAS
203181270095_R04C02,EUR
203181270095_R05C01,EUR
203181270095_R05C02,EUR
203181270095_R06C01,EUR
203181270098_R01C02,EAS
203181270098_R02C01,EUR
203181270098_R02C02,EUR
203181270098_R03C01,AMR
203181270098_R03C02,EUR
203181270098_R04C02,AMR
203181270098_R05C02,EUR
203181270098_R06C01,EAS
203181270099_R01C02,EAS
203181270099_R02C01,EUR
203181270099_R02C02,AMR
203181270099_R03C01,EUR
203181270099_R03C02,EAS
203181270099_R04C01,EAS
203181270099_R04C02,EAS
203181270099_R05C01,EAS
203181270099_R06C01,EUR
203181270103_R03C02,EUR
203181270103_R04C02,EUR
203181270103_R05C01,EUR
203181270103_R05C02,EUR
203181270103_R06C02,EUR
203181270104_R01C02,AFR
203181270104_R02C01,EUR
203181270104_R02C02,EUR
203181270104_R03C01,EUR
203181270104_R03C02,AMR
203181270104_R04C01,EAS
203181270104_R04C02,EUR
203181270104_R05C01,AMR
203181270104_R05C02,EUR
203181270104_R06C01,EAS
203181270105_R01C02,EUR
203181270105_R02C01,EUR
203181270105_R02C02,AFR
203181270105_R03C02,AFR
203181270105_R04C01,EUR
203181270105_R05C01,EUR
203181270105_R06C01,EUR
203181270107_R01C01,EUR
203181270107_R02C01,AMR
203181270107_R04C01,EUR
203181270109_R01C01,EUR
203181270109_R01C02,SAS
203181270109_R02C01,EUR
203181270109_R02C02,SAS
203181270109_R03C01,EAS
203181270109_R03C02,EUR
203181270109_R04C01,EAS
203181270109_R04C02,EUR
203181270109_R05C01,EUR
203181270109_R05C02,EUR
203181270109_R06C01,EUR
203181270110_R01C01,SAS
203181270110_R01C02,EUR
203181270110_R02C01,EUR
203181270110_R02C02,EUR
203181270110_R03C01,EUR
203181270110_R03C02,EUR
203181270110_R04C01,EUR
203181270110_R05C01,EAS
203181270110_R06C01,AFR
